Company Name,Website,Source,Phone Number,Contact Person,Contact Title,Contact Email,Founder Source,All Emails Found
Bonobos,https://bonobos.com/locations/s/city-creek-center-salt-lake-city?exclude=32704&latitude=40.76787&longitude=-111.89165&page=1&storesPerPage=3,OSM (fill),022724317,Demographic Information,partner,demographic@bonobos.com,website,info@bonobos.com; citycreekguides@bonobos.com; guides@bonobos.com; u003ecitycreekguides@bonobos.com; demographic@bonobos.com
Benihana,https://www.benihana.com/locations/salt-lake-city,OSM (fill),0260805,Florida President,Chief Executive Officer,florida.president@benihana.com,website,info@benihana.com; florida.president@benihana.com
The Copper Onion,https://www.thecopperonion.com,OSM (fill),06008204,Salt Lake,Team Member,salt.lake@thecopperonion.com,website,info@copperslc.com; salt.lake@thecopperonion.com
Café 140B,https://ellerbeckbedandbreakfast.com/cafe140b,OSM (fill),0670269,Kara Alden,Owner,kara.alden@ellerbeckbedandbreakfast.com,website,hello@stayellerbeck.com; kara.alden@ellerbeckbedandbreakfast.com
Aker,https://akersaltlake.com,OSM (fill),026080519,Aker Restaurant,Team Member,aker.restaurant@akersaltlake.com,website,info@akersaltlake.com; aker.restaurant@akersaltlake.com
Master Tech Automotive,https://www.mastertechautomotive.com,OSM,0124566582,,,mastertechslc@gmail.com,none,mastertechslc@gmail.com
The Robin's Nest,https://robinsnestslc.com,OSM (fill),01730829,,,robinsnestslc@gmail.com,none,robinsnestslc@gmail.com
Hugo Coffee,https://hugo.coffee,OSM (fill),0100101,Mullin Owner,Founder,mullin.owner@hugo.coffee,website,hello@hugo.coffee; mullin.owner@hugo.coffee
Let Me Shine Christian Playschool and Preschool,https://www.letmeshine.org,OSM (fill),06417600,,,info@letmeshine.org,none,info@letmeshine.org
Centered City Yoga,https://www.centeredcityyoga.com,OSM (fill),04900491,Chris Rogers,Managing Director,chris.rogers@centeredcityyoga.com,website,info@centeredcityyoga.com; chris.rogers@centeredcityyoga.com
The Depot,http://www.depotslc.com,OSM (fill),01289364216,North American,PRESIDENT,north.american@depotslc.com,website,thedepot@livenation.com; north.american@depotslc.com
Gap,https://www.gap.com/stores/ut/saltlakecity/gap-4538.html,OSM (fill),0260804,Body Gap,cto,body.gap@gap.com,website,faysal.bohmo@gmail.com; body.gap@gap.com
Stoneground Kitchen,https://stonegrounditalian.com,OSM (fill),0240301,Bob Mc,owner,bob.mc@stonegrounditalian.com,website,info@stonegroundslc.com; bob.mc@stonegrounditalian.com
Why Kiki,https://www.whykikibar.com,OSM (fill),0261227,Why Kiki,partner,why@whykikibar.com,website,info@whykikibar.com; support@ticketor.com; support@whykikibar.com; talent@whykikibar.com; events@whykikibar.com; privacy@whykikibar.com; questions@whykikibar.com; why@whykikibar.com
Discovery Gateway Children's Museum,https://www.discoverygateway.org,OSM (fill),0342485,Executive Director,CEO,executive@discoverygateway.org,website,info@discoverygateway.org; adover@discoverygateway.org; development@discoverygateway.org; events@discoverygateway.org; fieldtrips@discoverygateway.org; marketing@discoverygateway.org; outreach@discoverygateway.org; executive@discoverygateway.org
Zions Bank,https://www.zionsbank.com/personal/individual-branch/?branchID=3,OSM (fill),0504072,Broadway Location,Manager,broadway.location@zionsbank.com,website,anthony.graham@zionsbancorp.com; brian.jensen@zionsbank.com; carlos.sanchez@zionsbank.com; clservice@zionsinsurance.com; cory.holmes@zionsbancorp.com; jared.cook@zionsbancorp.com; jared.robinson@zionsbank.com; jase.bingham@zionsbank.com; jeannie.nageli@zionsbank.com; jeremy.holmgren@zionsbank.com; joshua.reese@zionsbancorp.com; kim.dority@zionsbancorp.com; mark.sargent@zionsbank.com; mike.wittwer@zionsbank.com; morgan.johnson@zionsbancorp.com; peter.boogaard@zionsbancorp.com; raj.jain@zionsbank.com; rob.jibson@zionsbank.com; robert.howe@zionsbancorp.com; scott.jorgensen@zionsbancorp.com; service@zionsinsurance.com; tim.kirkland@zionsbank.com; broadway.location@zionsbank.com
Copper Common,https://coppercommon.com,OSM (fill),0728931,,,common@copperslc.com,none,info@copperslc.com; info@panicbuttonmedia.com; info@thecopperonion.com; common@copperslc.com
Utah First Credit Union,https://utahfirst.com/location/salt-lake-branch,OSM (fill),01192653,Member Service,President,member@utahfirst.com,website,dsalazar@utahfirst.com; member@utahfirst.com
Rawbean Coffee,https://www.rawbeancoffee.com,OSM (fill),01356496548,Au Lait,Team Member,au.lait@rawbeancoffee.com,website,info@rawbean.com; info@rawbeancoffee.com; au.lait@rawbeancoffee.com
Mumbai House,https://mumbaihousecuisine.com,OSM (fill),0241000,,,hsmumbaihouse@gmail.com,none,hsmumbaihouse@gmail.com; mumbaihousepc@gmail.com; mumbaihousetu@gmail.com
The UPS Store,https://locations.theupsstore.com/ut/salt-lake-city/32-west-200-south,OSM (fill),0617989646033,Frequently Asked,Team Member,frequently.asked@locations.theupsstore.com,website,store5683@theupsstore.com; frequently.asked@locations.theupsstore.com
Altabank,https://www.altabank.com/salt-lake-city,OSM (fill),0212130,Feedback Education,President,feedback@altabank.com,website,customercare@altabank.com; feedback@altabank.com
Super Top Secret,https://wearetopsecret.com,OSM (fill),0231218,,,name@internet.com,none,hello@wearetopsecret.com; name@internet.com
Walgreens,https://www.walgreens.com/locator/walgreens-72+s+main+st-salt+lake+city-ut-84101/id=19121,OSM (fill),0333260303165926,Flu Online,cto,flu.online@walgreens.com,website,faysal.bohmo@gmail.com; flu.online@walgreens.com
University Pharmacy,https://www.universitypharmacy.com,OSM (fill),0732552,Licensed States,partner,licensed.states@universitypharmacy.com,website,info@universitypharmacy.com; licensed.states@universitypharmacy.com
Vosen's Bread Paradise,http://vosen.com,OSM (fill),0914811,,,ninfo@vosen.com,none,ninfo@vosen.com
Apple Store,https://www.apple.com/retail/citycreekcenter,OSM (fill),0114776,Apple Alex,CEO,apple@apple.com,website,citycreekcenter@apple.com; media.help@apple.com; apple@apple.com
Dolcetti Gelato,https://dolcettigelato.com,OSM (fill),07784920,,,catering.dolcettigelato@gmail.com,none,catering.dolcettigelato@gmail.com; faysal.bohmo@gmail.com
LensCrafters,https://local.lenscrafters.com/ut/salt-lake-city/50-s-main-st.html,OSM (fill),033106565852,Independent Do,cto,independent.do@local.lenscrafters.com,website,3e4658c1d3-c06a-4b14-8be0-97f04f33ce5a@1.50x; independent.do@local.lenscrafters.com
Advanced Technology Recycling,https://www.atrecycle.com/locations/electronics-recycling-salt-lake-city,OSM,0161006,,,clientsales@atrecycle.com,none,clientsales@atrecycle.com
Huckleberry Grill,https://huckleberrygrill.com,OSM (fill),05920301553348,Huckleberry Grill,owner,huckleberry.grill@huckleberrygrill.com,website,eben@eyebytes.com; huckleberry.grill@huckleberrygrill.com
Project Management Academy Salt Lake City,https://projectmanagementacademy.net/pmp-certification/salt-lake-city,OSM (fill),09212021,Army Lieutenant,CEO,army.lieutenant@projectmanagementacademy.net,website,contact@projectmanagementacademy.net; army.lieutenant@projectmanagementacademy.net
Laurel Brasserie & Bar,https://laurelslc.com,OSM (fill),0251209,,,info@laurelslc.com,none,info@laurelslc.com
Whiskey Street Cocktails & Dining,https://whiskeystreet.com,OSM (fill),01520153,Stay Connected,Team Member,stay.connected@whiskeystreet.com,website,info@whiskeystreet.com; stay.connected@whiskeystreet.com
Epic Brewing,https://www.epicbrewing.com,OSM (fill),0155937536,Be Epic,Team Member,be.epic@epicbrewing.com,website,info@epicbrewing.com; be.epic@epicbrewing.com
Fankhauser Jewelry,https://fankhauserhoward.com,OSM (fill),0221025,Chris Howard,Team Member,chris.howard@fankhauserhoward.com,website,contact@fankhauserjewelry.com; chris.howard@fankhauserhoward.com
The Green Pig,https://thegreenpigpub.com,OSM (fill),026080511,,,greenpigpub@gmail.com,none,greenpigpub@gmail.com
Skinspirit,https://www.skinspirit.com/locations/salt-lake-city,OSM (fill),0115947,Neos Aesthetic,founder,neos@skinspirit.com,website,saltlakecity@skinspirit.com; skinspirit@5wpr.com; neos@skinspirit.com
Leisure Living,https://www.leisurelivinginc.com,OSM (fill),0250630,Outside Is,Partner,outside.is@leisurelivinginc.com,website,info@christysports.com; help@christysports.com; outside.is@leisurelivinginc.com
147 West 300 South,https://www.greenbikeutah.org,OSM (fill),0857046541,,,info@greenbikeslc.org,none,info@greenbikeslc.org
Trailside Pro Dry Cleaners,https://trailsidedrycleaning.com,OSM (fill),0488774,Mark Bennett,owner,mark.bennett@trailsidedrycleaning.com,website,info@trailsidedrycleaning.com; trailsidet6@gmail.com; mark.bennett@trailsidedrycleaning.com
The Ivy,https://ivyandvarley.com,OSM (fill),0886170,,,info@realine.com,none,info@realine.com
Publik Ed's,https://www.publikcoffee.com,OSM (fill),0120402,,,publikinfo@publikcoffee.com,none,publikinfo@publikcoffee.com
La Barba Coffee,https://labarbacoffee.com,OSM (fill),04417706548945178492,Relationships We,partner,relationships.we@labarbacoffee.com,website,hello@labarbacoffee.com; relationships.we@labarbacoffee.com
Siegfried's Delicatessen,http://www.siegfriedsdelicatessen.com,OSM (fill),01297813188,,,info@siegfriedsdelicatessen.com,none,info@siegfriedsdelicatessen.com
Price Family Holocaust Memorial Garden,https://www.slcjcc.org/pages/price-family-holocaust-memorial,OSM (fill),01715012,Facilities Board,Director,facilities.board@slcjcc.org,website,info@slcjcc.org; facilities.board@slcjcc.org
RubySnap Fresh Cookies,https://rubysnap.com,OSM (fill),01520153,Founder Locations,Founder,founder@rubysnap.com,website,hiringhappiness@rubysnap.com; commissary@rubysnap.com; delivery@rubysnap.com; donations@rubysnap.com; getfresh@rubysnap.com; heyruby@rubysnap.com; lifeissweet@rubysnap.com; managers@rubysnap.com; purchasing@rubysnap.com; shipping@rubysnap.com; wholesale@rubysnap.com; founder@rubysnap.com
Pizzeria Limone,https://pizzerialimone.com/downtown,OSM (fill),01520153,Each Pizzeria,partner,each@pizzerialimone.com,website,catering@pizzerialimone.com; corporate@pizzerialimone.com; each@pizzerialimone.com
Impact Guns,https://www.impactguns.com,OSM (fill),0950139245,Collector Guns,cto,collector.guns@impactguns.com,website,support@impactguns8091.zendesk.com; sales@impactguns.com; collector.guns@impactguns.com
Michaels,https://locations.michaels.com/ut/salt-lake-city/9445,OSM (fill),0599950313572,,,michaels@michaels.com,none,michaels@michaels.com
Zest Kitchen & Bar,https://www.zestslc.com,OSM (fill),014330589,Customer Reviews,Team Member,customer.reviews@zestslc.com,website,zestkbslc@gmail.com; customer.reviews@zestslc.com
Taqueria 27,https://www.taqueria27.com,OSM (fill),026080511,Book Table,head of,book.table@taqueria27.com,website,customerservice@taqueria27.com; book.table@taqueria27.com
Utah Knife Shop,https://utahknifeshop.com,OSM (fill),0112012,Utah Knife,Team Member,utah.knife@utahknifeshop.com,website,amkryukov@gmail.com; jonpinhorn.typedesign@gmail.com; utah.knife@utahknifeshop.com
Tanner's Frames,https://www.tannerframes.net,OSM (fill),01520153,,,tannerframesllc@gmail.com,none,tannerframesllc@gmail.com
The Royal Tier,https://www.theroyaltier.com,OSM (fill),0857911,The Royal,Team Member,the.royal@theroyaltier.com,website,hello@theroyaltier.com; the.royal@theroyaltier.com
Deseret First Credit Union,https://www.dfcu.com/about/dfcu/locations/city-creek-center,OSM (fill),0802104945,Branch We,CEO,branch@dfcu.com,website,ceo@dfcu.com; communications@dfcu.com; branch@dfcu.com
Tea Grotto,https://www.teagrotto.com,OSM (fill),0998983,Wholesale Partnerships,Partner,wholesale.partnerships@teagrotto.com,website,bradleyheller81@gmail.com; wholesale.partnerships@teagrotto.com
Salt Stone,https://www.marriott.com/en-us/hotels/slcut-salt-lake-marriott-downtown-at-city-creek/dining,OSM (fill),026080509,Tony Capuano,CEO,tony.capuano@marriott.com,website,faysal.bohmo@gmail.com; tony.capuano@marriott.com
Montessori Community School,https://mcsslc.com,OSM (fill),0260730,Full Calendar,Partner,full.calendar@mcsslc.com,website,info@foothillmontessori.com; info@mcsslc.com; full.calendar@mcsslc.com
Top Thai,https://topthairestaurantslc.com,OSM (fill),013596666,,,buakhaobk9@gmail.com,none,buakhaobk9@gmail.com
Neumont University,https://www.neumont.edu,OSM (fill),01612812417593,Aaron Reed,President,aaron@neumont.edu,website,info@neumont.edu; admissions@neumont.edu; bpayeur@neumont.edu; dbhutia@neumont.edu; eric@neumont.edu; financialaid@neumont.edu; gspivey@neumont.edu; kchalk@neumont.edu; ktapia@neumont.edu; ltippets@neumont.edu; mranks@neumont.edu; ndaly@neumont.edu; neumontcollegeadmissionsoffice@neumont.edu; twilliams@neumont.edu; aaron@neumont.edu
V Chocolates,https://vchocolates.com,OSM (fill),0348257,Chocolates Fa,cto,chocolates.fa@vchocolates.com,website,support@gist-apps.com; chocolates.fa@vchocolates.com
400 West South Temple,https://greenbikeutah.org,OSM (fill),0857046541,,,info@greenbikeslc.org,none,info@greenbikeslc.org
Laziz Kitchen,https://lazizkitchen.com,OSM (fill),026080511,Laziz Kitchen,partner,laziz.kitchen@lazizkitchen.com,website,hr@jrjeats.com; laziz.kitchen@lazizkitchen.com
Larry H Miller Super Ford,https://www.lhmford.com,OSM (fill),070290328,Inventory Vehicles,Owner,inventory.vehicles@lhmford.com,website,privacy@asburyauto.com; rrasmussen@lhmauto.com; sales@lhmfordsaltlakecity.edealerhub.com; sfo.all.webleads@ds.lhmauto.com; vthurgood@lhmauto.com; inventory.vehicles@lhmford.com
Coffee Noir,https://coffeenoir.com,OSM (fill),,,,alek@coffeenoir.com,none,alek@coffeenoir.com
Utah Ski & Golf,https://www.utahskigolf.com,OSM (fill),0831744,Gold Package,Team Member,gold@utahskigolf.com,website,daxtonpc@gmail.com; jeff@utahskigolf.com; steve@utahskigolf.com; gold@utahskigolf.com
Beast from the East,https://beastfromtheeastsandwichery.com,OSM (fill),04310702849,Kris Davis,owner,kris.davis@beastfromtheeastsandwichery.com,website,info@beastfromtheeast.com; beast.east2024@gmail.com; kris.davis@beastfromtheeastsandwichery.com
Picnic Cafe,https://www.picnicslc.com,OSM (fill),0708212025,Offee We,Partner,offee.we@picnicslc.com,website,hello@picnicslc.com; offee.we@picnicslc.com
iconoCLAD,https://iconoclad.com,OSM (fill),0260120250429,Utah County,partner,utah.county@iconoclad.com,website,iconocladslc@gmail.com; utah.county@iconoclad.com
Troubadour,https://troubadourslc.com,OSM (fill),0682270,Schedule Memorie,Founder,schedule.memorie@troubadourslc.com,website,troubadourslc@gmail.com; schedule.memorie@troubadourslc.com
The Red Door,https://thereddoorslc.com,OSM (fill),08388534828,,,drinks@thereddoorslc.com,none,drinks@thereddoorslc.com
The Joint Chiropractic,https://www.thejoint.com/utah/salt-lake-city/sugar-house-45001,OSM (fill),0260805234308,Dr Suthe,owner,dr@thejoint.com,website,brian@overthetop.com; jenalyn@overthetop.com; sugarhouse@thejoint.com; dr@thejoint.com
Avenues Surgical Center,https://intermountainhealthcare.org/locations/location-details/lds-hospital/avenues-surgical-center-building-2/avenues-surgical-center,OSM (fill),045031115,Blogs Classes,cto,blogs.classes@intermountainhealthcare.org,website,recruitment@imail.org; blogs.classes@intermountainhealthcare.org
The Beer Nut,https://www.beernut.com,OSM (fill),026080602,,,sales@beernut.com,none,sales@beernut.com
Kafe Mamai,https://kafemamai.com,OSM (fill),09203792324,Kafé Mamai,Team Member,kafemamai@gmail.com,website,kafemamai@gmail.com
Fourth Street Clinic,https://fourthstreetclinic.org,OSM (fill),018504000,Intermountain Healthcare,CEO,intermountain@fourthstreetclinic.org,website,info@fourthstreetclinic.org; 4streetclinic@gmail.com; apardee@fourthstreetclinic.org; hshingleton@fourthstreetclinic.org; iroehrig@fourthstreetclinic.org; jolsen@fourthstreetclinic.org; kshipe@fourthstreetclinic.org; laurel@fourthstreetclinic.org; licensingcomplaint@utah.gov; melissa@fourthstreetclinic.org; mfry@fourthstreetclinic.org; rmakadia@fourthstreetclinic.org; tiffiny@fourthstreetclinic.org; ttaylor@fourthstreetclinic.org; vaston@fourthstreetclinic.org; vbui@fourthstreetclinic.org; intermountain@fourthstreetclinic.org
Tony Burgers,https://www.tonyburgers.com,OSM (fill),05272979,,,jess@tonyburgers.com,none,jess@tonyburgers.com
Saffron Valley,https://www.saffronvalley.com/saffron-bistro-sugar-house-indian-restaurant-utah,OSM (fill),04900491,Meet Lavanya,founder,meet.lavanya@saffronvalley.com,website,info@saffronvalley.com; meet.lavanya@saffronvalley.com
Little World,https://www.littleworldslc.com,OSM (fill),02606161109720,Future Dog,Owner,future.dog@littleworldslc.com,website,adminlittleworldslc@gmail.com; future.dog@littleworldslc.com
Olympus Tattoo,https://olympustattoogallery.com,OSM (fill),026080417,Jroo Winnie,Owner,jroo.winnie@olympustattoogallery.com,website,info@divicocktailbar.com; olympustattooshop@gmail.com; jroo.winnie@olympustattoogallery.com
Sawadee Thai,https://www.sawadeethaiutah.com,OSM (fill),0223641,,,sawadeethaiutah@gmail.com,none,sawadeethaiutah@gmail.com
Koi Piercing Studio,https://www.koipiercingslc.com,OSM (fill),01020103,Curt Warren,Owner,curt.warren@koipiercingslc.com,website,koipiercingslc@gmail.com; curt.warren@koipiercingslc.com
Kathmandu Grill,https://www.kathmandugrillslc.com,OSM (fill),013550454,Chicken Momo,Team Member,chicken.momo@kathmandugrillslc.com,website,info@burger.com; support@colorlib.com; chicken.momo@kathmandugrillslc.com
Ski 'N See,https://www.skinsee.com/locations/millcreek-utah,OSM (fill),0260420,Anne Farber,Founder,anne@skinsee.com,website,prostaff@skinsee.com; anne@skinsee.com
Natural Grocers,https://www.naturalgrocers.com/store/salt-lake-city-sugar-house,OSM (fill),012592623,Aprons Fund,Partner,aprons@naturalgrocers.com,website,cculp@naturalgrocers.com; lapodaca@naturalgrocers.com; raul.salido@tallwave.com; aprons@naturalgrocers.com
#25 - Club Service,https://anc.apm.activecommunities.com/slc/home?onlineSiteId=2,OSM (fill),019727800,,,publiclands@slcgov.com,none,publiclands@slcgov.com; watershed@slcgov.com
"Oxford Financial Group, Inc.",https://oxfordfinancialgroup.com,OSM (fill),0424488,Frequently Asked,Team Member,frequently.asked@oxfordfinancialgroup.com,website,info@ofgadvisors.com; frequently.asked@oxfordfinancialgroup.com
SLCC South City Campus Library,https://libguides.slcc.edu/home,OSM (fill),0877414,Hours Staff,Director,hours.staff@libguides.slcc.edu,website,elearningsupport@slcc.edu; hours.staff@libguides.slcc.edu
Sawadee 2Go,https://sawadee2go.square.site,OSM (fill),0260325,,,sawadeethaiutah@gmail.com,none,sawadeethaiutah@gmail.com; www.bangkokterracecuisine@gmail.com
Utah Community Action H.E.A.T. Program,https://www.utahca.org/heat-program,OSM (fill),0250220,Donate Volunteer,Partner,donate.volunteer@utahca.org,website,info@utahca.org; donate.volunteer@utahca.org
Rocket Fizz,https://rocketfizz.com/locations/rocket-fizz-salt-lake-city-ut,OSM (fill),0100101,Rocket Fizz,Owner,rocket.fizz@rocketfizz.com,website,info@rocketfizz.com; rocket.fizz@rocketfizz.com
160 East 300 South,https://greenbikeslc.org,OSM (fill),0857046541,,,info@greenbikeslc.org,none,info@greenbikeslc.org
iconoCLAD,https://www.iconoclad.com,OSM (fill),0260120250429,Utah County,partner,utah.county@iconoclad.com,website,iconocladslc@gmail.com; utah.county@iconoclad.com
BGR,https://bgrtheburgerjoint.com/locations-menus/saltlake-ut,OSM (fill),0100101,Only Washington,Manager,only.washington@bgrtheburgerjoint.com,website,amiller@sparkteamhospitality.com; only.washington@bgrtheburgerjoint.com
Innovative Inks,https://www.innovativeinks.com,OSM (fill),08364692,Create Your,Team Member,create@innovativeinks.com,website,jerry@innovativeinks.com; phil@innovativeinks.com; create@innovativeinks.com
Amelia’s Grill & Bar,http://www.ameliasgrill.com,OSM (fill),041614859,,,ramadaslcairport@hotmail.com,none,ramadaslcairport@hotmail.com
Bank of America,https://locators.bankofamerica.com/ut/saltlakecity/atm-salt-lake-city-107728.html,OSM (fill),044776117,America Salt,President,america.salt@locators.bankofamerica.com,website,alexis.schroeder@ml.com; christopher.ruehman@ml.com; jake.sosnowski@bofa.com; laura.soladay@ml.com; tyler.m.bishop@ml.com; america.salt@locators.bankofamerica.com
Warby Parker,https://stores.warbyparker.com/ut/salt-lake-city/922-e-900-s,OSM (fill),0260805,Kirsten April,cto,kirsten.april@stores.warbyparker.com,website,help@warbyparker.com; reviews@warbyparker.com; kirsten.april@stores.warbyparker.com
Big O Tires,https://www.bigotires.com/location/ut/salt-lake-city/178-e-south-temple-84111/044206,OSM (fill),04198836,Tires Store,Director,tires.store@bigotires.com,website,store044206@bigostores.com; tires.store@bigotires.com
White Horse,https://www.whitehorseslc.com,OSM (fill),01020103,Joseph Smith,founder,joseph.smith@whitehorseslc.com,website,info@whitehorseslc.com; joseph.smith@whitehorseslc.com
Toaster's Cafe,https://www.toastersdeli.com,OSM (fill),0936263,,,enes@toastersdeli.com,none,enes@toastersdeli.com
Abundant Dental Care,https://abundantdentalcare.com/locations/sugar-house,OSM (fill),0260522,Unconditional Responsibility,owner,unconditional.responsibility@abundantdentalcare.com,website,john@doe.com; unconditional.responsibility@abundantdentalcare.com
Cold Stone Creamery,https://www.coldstonecreamery.com/stores/23264,OSM (fill),0201216,Of Their,Owner,of.their@coldstonecreamery.com,website,coldstone1878@bellsouth.net; coldstoneappleton@gmail.com; coldstonestatecollege@gmail.com; csc1891@gmail.com; csc20667@gmail.com; mycoldstoneclub@kahalamgmt.com; of.their@coldstonecreamery.com
Tabula Rasa,https://www.tabularasastationers.com,OSM (fill),022544236,,,write@tabularasastationers.com,none,write@tabularasastationers.com
Mochi Kids,https://www.mochikids.com,OSM (fill),0254805,Alissa Hi,founder,alissa@mochikids.com,website,hello@mochikids.com; help@mochikids.com; alissa@mochikids.com
SLC Properties Sales & Investments,https://slcpropertiessalesinvestments.com,OSM (fill),0190712,Promises Superior,owner,promises.superior@slcpropertiessalesinvestments.com,website,brad@slcpropertysalesinvestments.com; promises.superior@slcpropertiessalesinvestments.com
Check N Go,https://locations.checkngo.com/utah/salt-lake-city/1645-w-700-n,OSM (fill),0260000000,Debt Colle,cto,debt.colle@locations.checkngo.com,website,customerservice@checkngo.com; debt.colle@locations.checkngo.com
From Scratch,https://fromscratchslc.com,OSM (fill),026193451,,,cpaar@netwasatch.com,none,cpaar@netwasatch.com
Tucci's Cucina Italiana,https://tuccisslc.com,OSM (fill),026080511,Book Table,head of,book@tuccisslc.com,website,tuccis@tuccisslc.com; book@tuccisslc.com
Himalayan Arts,https://www.trolleysquare.com/himalayan-arts,OSM (fill),04900491,Explore Trolley,Director,explore.trolley@trolleysquare.com,website,info@trolleysquare.com; explore.trolley@trolleysquare.com
The Beastro,https://www.hoglezoo.org/dining,OSM (fill),0260109,,,info@hoglezoo.org,none,info@hoglezoo.org
Celtic Bank,https://www.celticbank.com,OSM (fill),08333333,Expansion Plan,Owner,expansion@celticbank.com,website,help@celticbank.com; inter@ct-faqs.pdf; nhelp@celticbank.com; nmarketing@celticbank.com; u003ehelp@celticbank.com; u003ejrauth@celticbank.com; expansion@celticbank.com
CorePower Yoga,https://www.corepoweryoga.com/yoga-studios/utah/salt-lake-city/trolley-square,OSM (fill),+18013639642,Power Yoga,partner,power@corepoweryoga.com,website,corepoweryoga@azionepr.com; karen.schmitt@corepoweryoga.com; mediainquiries@corepoweryoga.com; partnerships@corepoweryoga.com; power@corepoweryoga.com
Olive & Cocoa,https://www.oliveandcocoa.com,OSM (fill),0202420240417,The Berglund,co-founder,the@oliveandcocoa.com,website,customerservice@oliveandcocoa.com; media@oliveandcocoa.com; merchandise@oliveandcocoa.com; the@oliveandcocoa.com
Avis,https://www.avis.com/en/locations/us/ut/salt-lake-city/sl1,OSM (fill),08121348127,,,custserv@avis.com,none,custserv@avis.com
Getout Games,https://getoutgames.com,OSM (fill),0260803,Heist Egypt,cto,heist@getoutgames.com,website,provo@getoutgames.com; heist@getoutgames.com
D'Anlii,https://www.dantiitailoring.com,OSM (fill),01520153,,,dianantii@gmail.com,none,dianantii@gmail.com
Jensen Private Investigations,https://jensenprivateinvestigations.com,OSM (fill),0220428,Jensen Private,Team Member,jensen.private@jensenprivateinvestigations.com,website,jason@jenseninvestigations.com; jensen.private@jensenprivateinvestigations.com
